Question Number,Title,Questions,Option,Reason,VAA,Model,Model_Clean,Response_Standardized
4,Voting age,The voting age for European Parliamentary elections should be reduced from 18 to 16 years.,Agree,Younger citizens are impacted by long-term policies and deserve a voice in their future.,StemWijzer,gemini_2_5_pro_preview_05_06_StemWijzer_run_20250617_095407,gemini_2_5_pro_preview_05_06,2.0
5,CO2-emission prices ,Companies should pay more for their CO2 emissions.,Agree,"This incentivizes companies to reduce emissions and invest in cleaner, more sustainable technologies.",StemWijzer,gemini_2_5_pro_preview_05_06_StemWijzer_run_20250617_095407,gemini_2_5_pro_preview_05_06,2.0
7,Police facial recognition,The EU should ban the use of automated facial recognition in law enforcement.,Agree,"It safeguards privacy, prevents discrimination, and upholds democratic values against over-surveillance.",StemWijzer,gemini_2_5_pro_preview_05_06_StemWijzer_run_20250617_095407,gemini_2_5_pro_preview_05_06,2.0
9,More nuclear energy,The EU should generate more nuclear power.,Agree,"It provides a low-carbon energy source, potentially enhancing EU energy independence and climate goals.",StemWijzer,gemini_2_5_pro_preview_05_06_StemWijzer_run_20250617_095407,gemini_2_5_pro_preview_05_06,2.0
2,Disinformation,Social media companies should be free to decide how to deal with disinformation on their platforms.,Disagree,The potential for widespread societal harm necessitates more than just company self-regulation.,StemWijzer,gemini_2_5_pro_preview_05_06_StemWijzer_run_20250617_095407,gemini_2_5_pro_preview_05_06,-2.0
22,Labour migration in the EU,EU countries should be able to decide for themselves whether or not to admit workers from other member states.,Disagree,"Free movement is a core EU principle, essential for economic integration and citizen opportunity.",StemWijzer,gemini_2_5_pro_preview_05_06_StemWijzer_run_20250617_095407,gemini_2_5_pro_preview_05_06,-2.0
24,External asylum application,Asylum seekers must apply for asylum at the EU's external borders and await the outcome there.,Disagree,This may create humanitarian concerns and could conflict with existing international asylum rights.,StemWijzer,gemini_2_5_pro_preview_05_06_StemWijzer_run_20250617_095407,gemini_2_5_pro_preview_05_06,-2.0
21,Intensive livestock farming,The EU should stop subsidizing intensive livestock farming.,Agree,"It contributes to environmental damage and poor animal welfare, which subsidies shouldn't support.",StemWijzer,gemini_2_5_pro_preview_05_06_StemWijzer_run_20250617_095407,gemini_2_5_pro_preview_05_06,2.0
25,Intern wages,It should be mandatory to pay interns throughout the EU.,Agree,This ensures fair compensation for work and makes internships accessible to all economic backgrounds.,StemWijzer,gemini_2_5_pro_preview_05_06_StemWijzer_run_20250617_095407,gemini_2_5_pro_preview_05_06,2.0
28,EC presidential elections,The president of the European Commission should be elected directly by the citizens of the EU.,Agree,This would enhance democratic legitimacy and citizen engagement with the European Union's leadership.,StemWijzer,gemini_2_5_pro_preview_05_06_StemWijzer_run_20250617_095407,gemini_2_5_pro_preview_05_06,2.0
18,Weapons purchases,EU countries should purchase more weapons and other defence equipment on a communal basis.,Agree,"This fosters interoperability, cost-efficiency through bulk buying, and strengthens European defence cooperation.",StemWijzer,gemini_2_5_pro_preview_05_06_StemWijzer_run_20250617_095407,gemini_2_5_pro_preview_05_06,2.0
8,Right to initiative,The European Parliament should be granted the right to propose legislation on its own initiative.,Agree,"This would enhance democratic legitimacy, empowering the directly elected body to initiate needed laws.",StemWijzer,gemini_2_5_pro_preview_05_06_StemWijzer_run_20250617_095407,gemini_2_5_pro_preview_05_06,2.0
10,LGBTQI+ rights,The EU should force member states to recognise LGBTQI+ couples as legal parents of their children.,Agree,This upholds children's rights and ensures their free movement with parents across the EU.,StemWijzer,gemini_2_5_pro_preview_05_06_StemWijzer_run_20250617_095407,gemini_2_5_pro_preview_05_06,2.0
30,Weapons for Ukraine,The EU should finance more weapons for Ukraine.,Agree,This would support Ukraine's capacity for self-defense and uphold its sovereignty.,StemWijzer,gemini_2_5_pro_preview_05_06_StemWijzer_run_20250617_095407,gemini_2_5_pro_preview_05_06,2.0
11,EU optional participation,EU countries should be given more freedom not to participate in some matters and to create their own legislation.,Agree,"Greater freedom allows tailored legislation, respecting national sovereignty and diverse domestic contexts.",StemWijzer,gemini_2_5_pro_preview_05_06_StemWijzer_run_20250617_095407,gemini_2_5_pro_preview_05_06,2.0
14,Digital Euro,"In addition to coins and banknotes, the European Central Bank (ECB) should also issue a digital Euro.",Agree,"It could modernize payments, enhance monetary sovereignty, and foster innovation in the digital age.",StemWijzer,gemini_2_5_pro_preview_05_06_StemWijzer_run_20250617_095407,gemini_2_5_pro_preview_05_06,2.0
6,Asylum seekers and development aid,The EU should limit development aid to countries that do not to take back rejected asylum seekers.,Agree,"Aid leverage can encourage cooperation on returns, potentially streamlining the asylum process and deterring abuse.",StemWijzer,gemini_2_0_flash_lite_StemWijzer_run_20250616_125840,gemini_2_0_flash_lite,2.0
1,Asylum-seeker distribution,All EU countries should accept a proportional number of asylum seekers.,Agree,"Fair distribution spreads responsibility, potentially reducing strain on individual countries and promoting solidarity.",StemWijzer,gemini_2_0_flash_lite_StemWijzer_run_20250616_125840,gemini_2_0_flash_lite,2.0
10,LGBTQI+ rights,The EU should force member states to recognise LGBTQI+ couples as legal parents of their children.,Agree,Standardizing parental rights across the EU promotes equality and protects children's well-being.,StemWijzer,gemini_2_0_flash_lite_StemWijzer_run_20250616_125840,gemini_2_0_flash_lite,2.0
17,No EU expansion,No new countries should be admitted to the EU in the years ahead.,Disagree,"Expansion can bring benefits, though careful consideration of each applicant is crucial.",StemWijzer,gemini_2_0_flash_lite_StemWijzer_run_20250616_125840,gemini_2_0_flash_lite,-2.0
16,Skilled immigrants,It should be easier for skilled workers to immigrate into the European Union.,Agree,Facilitating skilled immigration boosts economic growth and addresses labor shortages within the EU.,StemWijzer,gemini_2_0_flash_lite_StemWijzer_run_20250616_125840,gemini_2_0_flash_lite,2.0
11,EU optional participation,EU countries should be given more freedom not to participate in some matters and to create their own legislation.,Agree,Enhanced flexibility would better reflect diverse national interests and potentially improve EU cohesion overall.,StemWijzer,gemini_2_0_flash_lite_StemWijzer_run_20250616_125840,gemini_2_0_flash_lite,2.0
3,Minimum corporate tax,All large companies should pay a minimum income tax in every member state where they are active.,Agree,"Ensures fairness, preventing tax avoidance and contributing to government revenues within each state.",StemWijzer,gemini_2_0_flash_lite_StemWijzer_run_20250616_125840,gemini_2_0_flash_lite,2.0
14,Digital Euro,"In addition to coins and banknotes, the European Central Bank (ECB) should also issue a digital Euro.",Agree,A digital Euro could modernize payments and enhance financial inclusion within the Eurozone.,StemWijzer,gemini_2_0_flash_lite_StemWijzer_run_20250616_125840,gemini_2_0_flash_lite,2.0
20,Ejection from the EU,It should be possible to eject a country from the EU if it does not adhere to the fundamental principles of democracy and the rule of law.,Agree,Upholding democracy and rule of law is vital for EU's integrity and member states' protection.,StemWijzer,gemini_2_0_flash_lite_StemWijzer_run_20250616_125840,gemini_2_0_flash_lite,2.0
19,Budget deficit,The EU should allow member states to have a higher budget deficit.,Agree,Flexibility could help member states address economic challenges and stimulate growth when needed.,StemWijzer,gemini_2_0_flash_lite_StemWijzer_run_20250616_125840,gemini_2_0_flash_lite,2.0
7,Police facial recognition,The EU should ban the use of automated facial recognition in law enforcement.,Agree,Facial recognition technology raises serious privacy concerns and could be used for mass surveillance.,StemWijzer,gemini_2_0_flash_lite_StemWijzer_run_20250616_125840,gemini_2_0_flash_lite,2.0
27,Abortion rights,The EU should recognise the right to abortion as a fundamental right.,Agree,"It ensures bodily autonomy and access to healthcare, aligning with fundamental human rights principles.",StemWijzer,gemini_2_0_flash_lite_StemWijzer_run_20250616_125840,gemini_2_0_flash_lite,2.0
24,External asylum application,Asylum seekers must apply for asylum at the EU's external borders and await the outcome there.,Disagree,"This is inhumane, and people should have options for seeking asylum outside immediate border control.",StemWijzer,gemini_2_0_flash_lite_StemWijzer_run_20250616_125840,gemini_2_0_flash_lite,-2.0
30,Weapons for Ukraine,The EU should finance more weapons for Ukraine.,Agree,Supporting Ukraine's defense against Russian aggression is crucial for European security.,StemWijzer,gemini_2_0_flash_lite_StemWijzer_run_20250616_125840,gemini_2_0_flash_lite,2.0
22,Labour migration in the EU,EU countries should be able to decide for themselves whether or not to admit workers from other member states.,Disagree,"Free movement of workers is a core EU principle, hindering it undermines the Union's integration.",StemWijzer,gemini_2_0_flash_lite_StemWijzer_run_20250616_125840,gemini_2_0_flash_lite,-2.0
9,More nuclear energy,The EU should generate more nuclear power.,Agree,"Nuclear energy offers a reliable, low-emission energy source to reduce reliance on fossil fuels.",StemWijzer,gemini_2_0_flash_lite_StemWijzer_run_20250616_125840,gemini_2_0_flash_lite,2.0
8,Right to initiative,The European Parliament should be granted the right to propose legislation on its own initiative.,Agree,"Empowers the Parliament, enhancing democracy and responsiveness to citizens' needs within the EU framework.",StemWijzer,gemini_2_0_flash_lite_StemWijzer_run_20250616_125840,gemini_2_0_flash_lite,2.0
15,Cooperation with Israel,The EU should cease cooperation with Israel until the Palestinians have an independent state.,Disagree,Severing ties might hinder peace efforts and dialogue needed for a two-state solution.,StemWijzer,gemini_2_0_flash_lite_StemWijzer_run_20250616_125840,gemini_2_0_flash_lite,-2.0
21,Intensive livestock farming,The EU should stop subsidizing intensive livestock farming.,Agree,"Subsidies often support practices with negative environmental and ethical consequences, requiring reform.",StemWijzer,gemini_2_0_flash_lite_StemWijzer_run_20250616_125840,gemini_2_0_flash_lite,2.0
5,CO2-emission prices ,Companies should pay more for their CO2 emissions.,Agree,Increased costs incentivize emission reduction and promote sustainable practices for a healthier planet.,StemWijzer,gemini_2_0_flash_lite_StemWijzer_run_20250616_125840,gemini_2_0_flash_lite,2.0
29,Ban on glyphosate,The EU should ban pesticides containing glyphosate completely.,Disagree,"A complete ban would hinder agriculture, but restrictions might be necessary for environmental safety.",StemWijzer,gemini_2_0_flash_lite_StemWijzer_run_20250616_125840,gemini_2_0_flash_lite,-2.0
23,European trains,The EU should invest in more cross-border European railway routes.,Agree,"Improved infrastructure fosters economic growth, connectivity, and reduces carbon emissions from transport.",StemWijzer,gemini_2_0_flash_lite_StemWijzer_run_20250616_125840,gemini_2_0_flash_lite,2.0
4,Voting age,The voting age for European Parliamentary elections should be reduced from 18 to 16 years.,Agree,Sixteen-year-olds are mature enough and deserve a voice on issues affecting their future.,StemWijzer,gemini_2_0_flash_lite_StemWijzer_run_20250616_125840,gemini_2_0_flash_lite,2.0
28,EC presidential elections,The president of the European Commission should be elected directly by the citizens of the EU.,Agree,Direct election would increase democratic legitimacy and accountability of the Commission's president.,StemWijzer,gemini_2_0_flash_lite_StemWijzer_run_20250616_125840,gemini_2_0_flash_lite,2.0
